0.743593 0.743716 0.743838 0.74396 0.744081 0.744202 0.744323 0.744442 0.744562 0.744681 0.7448 0.744918 0.745036 0.745153 0.74527 0.745386 0.745503 0.745619 0.745734 0.745849 0.745964 0.746078 0.746192 0.746306 0.74642 0.746533 0.746646 0.746758 0.74687 0.746982 0.747094 0.747205 0.747316 0.747427 0.747537 0.747647 0.747757 0.747867 0.747976 0.748085 0.748194 0.748303 0.748411 0.748519 0.748627 0.748735 0.748842 0.748949 0.749056 0.749163 
0.9 0.904 0.908 0.912 0.916 0.92 0.924 0.928 0.932 0.936 0.94 0.944 0.948 0.952 0.956 0.96 0.964 0.968 0.972 0.976 0.98 0.984 0.988 0.992 0.996 1 1.004 1.008 1.012 1.016 1.02 1.024 1.028 1.032 1.036 1.04 1.044 1.048 1.052 1.056 1.06 1.064 1.068 1.072 1.076 1.08 1.084 1.088 1.092 1.096 
