0.0396297 12.4463 
 0.0630828 12.4145 
 0.0345453 12.4532 
 0.0723687 12.402 
 0.0311861 12.4578 
 0.0801637 12.3915 
 0.0285875 12.4613 
 0.0874505 12.3817 
 0.0264387 12.4642 
 0.0945581 12.3722 
 0.0245935 12.4667 
 0.101652 12.3626 
 0.02297 12.469 
 0.108837 12.353 
 0.021517 12.4709 
 0.116187 12.3432 
 0.0202 12.4727 
 0.123762 12.333 
 0.0189947 12.4744 
 0.131615 12.3225 
 0.0178833 12.4759 
 0.139795 12.3116 
 0.0168522 12.4773 
 0.148348 12.3002 
 0.0158907 12.4786 
 0.157324 12.2882 
 0.0149906 12.4798 
 0.16677 12.2756 
 0.0141451 12.4809 
 0.176739 12.2624 
 0.0133485 12.482 
 0.187286 12.2483 
 0.0125963 12.483 
 0.198471 12.2335 
 0.0118845 12.484 
 0.210358 12.2177 
 0.0112098 12.4849 
 0.223018 12.201 
 0.0105695 12.4858 
 0.236528 12.1831 
 0.00996107 12.4866 
 0.250975 12.164 
 0.00938239 12.4874 
 0.266453 12.1436 
 0.00883161 12.4881 
 0.283069 12.1218 
 0.00830707 12.4888 
 0.30094 12.0984 
 0.00780734 12.4895 
 0.320198 12.0732 
 0.00733112 12.4902 
 0.340991 12.0461 
 0.00687725 12.4908 
 0.363486 12.0168 
 0.00644468 12.4913 
 0.387872 11.9853 
 0.00603248 12.4919 
 0.41436 11.9512 
 0.00563978 12.4924 
 0.443194 11.9142 
 0.0052658 12.4929 
 0.474648 11.8742 
 0.00490982 12.4934 
 0.509036 11.8307 
 0.00457116 12.4939 
 0.54672 11.7836 
 0.0042492 12.4943 
 0.588112 11.7323 
 0.00394335 12.4947 
 0.63369 11.6765 
 0.00365307 12.4951 
 0.684008 11.6159 
 0.00337782 12.4955 
 0.739706 11.55 
 0.00311711 12.4958 
 0.801533 11.4784 
 0.00287046 12.4962 
 0.870367 11.401 
 0.00263741 12.4965 
 0.947237 11.3174 
 0.00241752 12.4968 
 1.03336 11.2278 
 0.00221035 12.497 
 1.13019 11.1326 
 0.00201548 12.4973 
 1.23944 11.0328 
 0.00183251 12.4975 
 1.36319 10.9305 
 0.00166103 12.4978 
 1.50393 10.8296 
 0.00150064 12.498 
 1.66469 10.7362 
 0.00135095 12.4982 
 1.84917 10.661 
 0.00121159 12.4984 
 2.06194 10.6214 
 0.00108217 12.4986 
 2.30862 10.6461 
 0.000962311 12.4987 
 2.59628 10.7819 
 0.000851645 12.4989 
 2.9338 11.1067 
 0.000749799 12.499 
 3.33248 11.7506 
 0.000656405 12.4991 
 3.80683 12.9338 
 0.000571096 12.4992 
 4.37573 15.0362 
 0.000493505 12.4993 
 5.06395 18.7258 
 0.000423269 12.4994 
 5.90451 25.2039 
 0.000360022 12.4995 
 6.94204 36.69 
 0.0003034 12.4996 
 0.000253039 12.4997 
 0.000208576 12.4997 
 0.000169645 12.4998 
 0.000135881 12.4998 
 0.00010692 12.4999 
 
